assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
94921523,22726414,Colaptes cafer,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
94921523,22726414,Colaptes cafer,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable
94921523,22726414,Colaptes cafer,1.9,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable
94921523,22726414,Colaptes cafer,1.4,Forest - Temperate,Yes,breeding,Suitable
94921523,22726414,Colaptes cafer,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
94921523,22726414,Colaptes cafer,1.1,Forest - Boreal,Yes,breeding,Suitable
94959659,22727740,Circus hudsonius,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
94959659,22727740,Circus hudsonius,3.4,Shrubland - Temperate,No,non-breeding,Suitable
94959659,22727740,Circus hudsonius,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
94959659,22727740,Circus hudsonius,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,breeding,Suitable
94959659,22727740,Circus hudsonius,1.1,Forest - Boreal,No,breeding,Suitable
94959659,22727740,Circus hudsonius,3.3,Shrubland - Boreal,No,breeding,Suitable
94959659,22727740,Circus hudsonius,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
94959659,22727740,Circus hudsonius,4.4,Grassland - Temperate,No,breeding,Suitable
94978799,22728299,Chlorodrepanis flava,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
94978799,22728299,Chlorodrepanis flava,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94978799,22728299,Chlorodrepanis flava,14.5,Artificial/Terrestrial - Urban Areas,No,resident,Suitable
94990600,22728583,Aerodramus bartschi,7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Yes,breeding,Suitable
94990600,22728583,Aerodramus bartschi,14.2,Artificial/Terrestrial - Pastureland,No,resident,Suitable
94990600,22728583,Aerodramus bartschi,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable
94990600,22728583,Aerodramus bartschi,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
94998118,22728825,Chloridops kona,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
95006716,22729123,Icterus bullockiorum,1.4,Forest - Temperate,No,non-breeding,Suitable
95006716,22729123,Icterus bullockiorum,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
95006716,22729123,Icterus bullockiorum,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
95047948,22732650,Phasianus versicolor,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
95047948,22732650,Phasianus versicolor,1.4,Forest - Temperate,No,resident,Suitable
95047948,22732650,Phasianus versicolor,3.4,Shrubland - Temperate,No,resident,Suitable
95102742,22712152,Stelgidopteryx serripennis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,non-breeding,Suitable
95102742,22712152,Stelgidopteryx serripennis,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Yes,non-breeding,Suitable
95102742,22712152,Stelgidopteryx serripennis,15.5,Artificial/Aquatic - Excavations (open),No,non-breeding,Suitable
95102742,22712152,Stelgidopteryx serripennis,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Yes,non-breeding,Suitable
95102742,22712152,Stelgidopteryx serripennis,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
95102742,22712152,Stelgidopteryx serripennis,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Yes,non-breeding,Suitable
95133622,22736423,Chasiempis ibidis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
95133622,22736423,Chasiempis ibidis,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
95133622,22736423,Chasiempis ibidis,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
95134209,22736440,Chasiempis sandwichensis,3.6,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable
95134209,22736440,Chasiempis sandwichensis,2.1,Savanna - Dry,No,resident,Suitable
95134209,22736440,Chasiempis sandwichensis,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
95134209,22736440,Chasiempis sandwichensis,3.7,Shrubland - Subtropical/Tropical High Altitude,Yes,resident,Suitable
95134209,22736440,Chasiempis sandwichensis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
95160992,60482887,Spilopelia chinensis,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
95160992,60482887,Spilopelia chinensis,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
